State,Year,Secondary Teachers [State],Total R&D Expenditures (In $ Thousands) ,Pupil/Teacher Ratio [State],Full-Time Equivalent (FTE) Teachers [State],Grade 9 Students Enrollment [State],Grade 10 Students Enrollment [State],Grade 11 Students Enrollment [State],Grade 12 Students Enrollment [State],Grade 9 Dropouts [State],Grade 10 Dropouts [State],Grade 11 Dropouts [State],Grade 12 Dropouts [State],Grades 9-12 Dropouts [State],No of SAT Test Takers,Critical Reading - Mean,Critical Reading - SD,Mathematics - Mean,Mathematics - SD,Writing - Mean,Writing - SD,No high school diploma (Numbers in Thousands),High school or equivalent (Numbers in Thousands),"Some college, less than 4-yr degree (Numbers in Thousands)",Bachelor's degree or higher (Numbers in Thousands)
DISTRICT OF COLUMBIA,2009-10,2124,,11.86,5854,6181,4431,3684,3301,_,_,_,_,_,3944,474,146,464,148,466,150,33,54,49,158
DISTRICT OF COLUMBIA,2008-09,2263,,12.9,5321,6334,4390,3723,3444,_,_,_,_,Ê,4029,466,149,451,151,461,151,29,55,54,154
DISTRICT OF COLUMBIA,2007-08,2619,,12.4,6347,7099,5028,4113,4002,Ê,Ê,Ê,Ê,Ê,4141,470,150,455,152,465,151,31,60,51,141
DISTRICT OF COLUMBIA,2006-07,2271,,13.5,5383,6508,4391,4047,3367,_,_,_,_,Ê,3740,478,149,462,150,471,149,32,57,42,146
DISTRICT OF COLUMBIA,2005-06,2316,,14,5481,6141,5333,4118,3177,_,_,_,_,Ê,3593,487,149,472,153,482,149,39,46,41,129
DISTRICT OF COLUMBIA,2004-05,2286,,14.2,5387,6285,4804,3816,2820,_,_,_,_,Ê,,,,,,,,38,52,41,123
DISTRICT OF COLUMBIA,2003-04,1856,,13.8,5676,5656,4585,3616,2971,,,,,,,,,,,,,37,57,50,126
DISTRICT OF COLUMBIA,2002-03,1618,,15.2,5005,4871,3963,3532,3008,,,,,,,,,,,,,38,56,54,136
DISTRICT OF COLUMBIA,2001-02,1599,,13.8,4951,4012,3584,3119,2815,,,,,,,,,,,,,,,,
DISTRICT OF COLUMBIA,2000-01,1248,,13.9,4949,4207,3606,3183,2785,,,,,,,,,,,,,,,,
DISTRICT OF COLUMBIA,1999-00,1884,,16,4812,5289,4113,3550,2897,,,,,,,,,,,,,,,,
DISTRICT OF COLUMBIA,1998-99,1974,,13.9,5187,4387,3786,3187,2572,,,,,,,,,,,,,,,,
DISTRICT OF COLUMBIA,1997-98,1820,,17.6,4388,4913,4473,3549,2961,,,,,,,,,,,,,,,,
DISTRICT OF COLUMBIA,1996-97,1815,,,5288,4951,4554,3694,3042,,,,,,,,,,,,,,,,
DISTRICT OF COLUMBIA,1995-96,1815,,,5305,5159,4896,3700,2972,,,,,,,,,,,,,,,,
DISTRICT OF COLUMBIA,1994-95,2173,,,6110,4923,4904,3920,3203,,,,,,,,,,,,,,,,
DISTRICT OF COLUMBIA,1993-94,2259,,,6056,5003,5403,4145,3303,,,,,,,,,,,,,,,,
DISTRICT OF COLUMBIA,1992-93,2305,,,6064,5068,5382,4290,3433,,,,,,,,,,,,,,,,
DISTRICT OF COLUMBIA,1991-92,2294,,,6346,4947,5452,4108,3415,,,,,,,,,,,,,,,,
DISTRICT OF COLUMBIA,1990-91,2532,,,5950,4958,5221,4298,3481,,,,,,,,,,,,,,,,
DISTRICT OF COLUMBIA,1989-90,2534,,,6055,4852,5801,4518,3778,,,,,,,,,,,,,,,,
DISTRICT OF COLUMBIA,1988-89,2596,,,5936,5390,5927,4951,4346,,,,,,,,,,,,,,,,
DISTRICT OF COLUMBIA,1987-88,2565,,,6232,5665,5650,5391,4806,,,,,,,,,,,,,,,,
DISTRICT OF COLUMBIA,1986-87,2031,,,5984,5884,6193,5706,4230,,,,,,,,,,,,,,,,
FLORIDA,2013-14,66895.66,,15.3,177853.2,219016,206599,197997,183422,4189,4348,4678,4816,18031,115437,491,108,485,112,472,106,643,2294,2511,2499
FLORIDA,2012-13,66929.88,,15.25,176537.21,215693,206662,194054,183193,5268,5325,5133,4883,20609,112554,492,107,490,109,475,105,720,2240,2492,2513
FLORIDA,2011-12,65633.43,,15.25,175006.3,218469,203907,195307,174371,6393,6212,5954,5882,26635,112057,492,106,492,109,476,104,802,2379,2432,2383
FLORIDA,2010-11,66618.99,,15.05,175609.29,214993,205142,186399,178315,8437,7744,7302,7059,30542,114769,487,108,489,109,471,105,824,2343,2340,2347
FLORIDA,2009-10,65821,1663542,14.33,183827,219705,199162,192433,172321,9132,7889,7672,7649,32342,102741,496,104,498,107,479,101,810,2191,2235,2161
FLORIDA,2008-09,66343,,14.1,186361,217105,207296,189619,167705,8324,6657,6184,6468,27633,100179,497,104,498,107,480,101,805,2209,2129,2219
FLORIDA,2007-08,67794,1545825,14,190615,233376,213074,194670,169832,8139,6166,5575,5633,25513,98578,496,104,497,107,481,101,819,2287,2181,2206
FLORIDA,2006-07,64334,1522099,16.4,162851,240337,212588,189074,162952,8658,5715,4627,5542,24542,97366,497,104,496,106,479,101,909,2364,2134,2126
FLORIDA,2005-06,62190,1448634,16.8,158962,245587,212560,185937,157545,9732,6033,4789,5531,26085,94601,496,105,497,107,480,101,988,2248,2153,1991
FLORIDA,2004-05,60876,1306810,17,154864,250263,202437,179028,149810,11495,6955,5893,5622,29965,,,,,,,,916,2255,2085,1820
FLORIDA,2003-04,57139,1204592,17.9,144955,253565,191640,165283,144764,,,,,,,,,,,,,913,2188,2073,1785
FLORIDA,2002-03,53831,1085764,18.4,138226,249877,184325,158509,137939,,,,,,,,,,,,,999,2097,1925,1776
FLORIDA,2001-02,52204,997048,18.6,134684,248764,172935,150752,130613,,,,,,,,,,,,,,,,
FLORIDA,2000-01,51028,851932,18.4,132030,238825,170385,145900,119809,,,,,,,,,,,,,,,,
FLORIDA,1999-00,49890,788743,18.3,130336,223743,177234,138667,116259,,,,,,,,,,,,,,,,
FLORIDA,1998-99,49025,712704,18.4,126796,214459,171405,135021,112724,,,,,,,,,,,,,,,,
FLORIDA,1997-98,47411,709013,18.4,124473,203561,168060,133774,108366,,,,,,,,,,,,,,,,
FLORIDA,1996-97,44902,644061,,120471,193153,161606,128822,105469,,,,,,,,,,,,,,,,
FLORIDA,1995-96,42745,608896,,114938,182980,154030,126183,99519,,,,,,,,,,,,,,,,
FLORIDA,1994-95,40893,,,110674,172947,147942,119913,100720,,,,,,,,,,,,,,,,
FLORIDA,1993-94,40876,,,110653,164978,140271,119674,100646,,,,,,,,,,,,,,,,
FLORIDA,1992-93,39826,,,107590,154379,138837,117506,100835,,,,,,,,,,,,,,,,
FLORIDA,1991-92,41588,,,109939,152073,135114,117121,100210,,,,,,,,,,,,,,,,
FLORIDA,1990-91,41279,435585,,108088,148396,134193,114293,94776,,,,,,,,,,,,,,,,
FLORIDA,1989-90,40003,,,104127,145727,131999,112121,96639,,,,,,,,,,,,,,,,
FLORIDA,1988-89,38511,,,100370,144216,130426,114622,99659,,,,,,,,,,,,,,,,
FLORIDA,1987-88,37470,,,95857,142768,135151,117937,97109,,,,,,,,,,,,,,,,
FLORIDA,1986-87,36438,,,91969,145470,136424,114825,89663,,,,,,,,,,,,,,,,
GEORGIA,2013-14,42830.8,,15.75,109441,148721,128105,110112,103094,5800,5095,4074,2800,17769,73626,488,109,485,110,472,107,427,1120,1130,1250
GEORGIA,2012-13,42794.5,,15.57,109364.9,146953,124928,108084,101078,6499,5659,4585,3199,19942,72119,490,106,487,109,475,105,452,1037,1086,1199
GEORGIA,2011-12,43440.9,,15.16,111133.3,144204,124998,105939,98625,6126,5419,4416,3001,20135,73187,488,107,489,108,475,105,472,1084,1063,1186
GEORGIA,2010-11,43775.1,,14.91,112459.6,145043,124239,104914,100392,7002,5959,4832,3308,21101,72510,485,107,487,108,473,105,469,1114,1090,1105
GEORGIA,2009-10,45344,1565574,14.39,115917.9,144918,122022,108215,97779,7707,6466,5375,3824,23364,66019,488,107,490,108,475,104,488,1133,990,1140
GEORGIA,2008-09,46233,,13.9,118839,143933,124006,106038,96131,7929,6666,5556,4129,24280,63440,490,106,491,109,479,104,448,1108,1040,1138
GEORGIA,2007-08,45681,1388976,14.1,116857,147106,123454,105009,95443,6333,6094,5397,4808,22632,62287,491,106,493,108,482,102,474,191,1025,1145
GEORGIA,2006-07,44907,1302570,14.3,113597,145883,121715,104649,90402,6850,6302,5589,5087,23828,59562,494,105,495,107,483,102,486,1098,943,1086
GEORGIA,2005-06,43065,1274410,14.7,108535,145243,120058,99914,87800,7836,6895,5848,5236,25815,58309,494,106,496,109,487,101,573,1121,854,980
GEORGIA,2004-05,41310,1221251,14.8,104987,142079,113044,96063,83872,8243,7248,6189,5863,27543,,,,,,,,502,1110,957,887
GEORGIA,2003-04,40793,1175852,15.7,97150,135091,109851,93107,81381,,,,,,,,,,,,,512,1034,831,929
GEORGIA,2002-03,40421,1076424,15.6,96044,131543,106335,91118,78455,,,,,,,,,,,,,509,1095,803,891
GEORGIA,2001-02,38881,988883,15.9,92732,128734,102590,88301,75814,,,,,,,,,,,,,,,,
GEORGIA,2000-01,38009,926749,15.9,91043,126793,99934,85910,72317,,,,,,,,,,,,,,,,
GEORGIA,1999-00,37147,840953,15.7,90638,125388,98019,82974,72351,,,,,,,,,,,,,,,,
GEORGIA,1998-99,36283,804151,15.8,88658,123055,95755,81968,71127,,,,,,,,,,,,,,,,
GEORGIA,1997-98,35479,779019,16,86244,121511,94881,79682,69355,,,,,,,,,,,,,,,,
GEORGIA,1996-97,33733,725956,,81795,119617,92630,78137,65527,,,,,,,,,,,,,,,,
GEORGIA,1995-96,38592,684492,,79480,117429,90117,74137,63736,,,,,,,,,,,,,,,,
GEORGIA,1994-95,21703,,,77914,114176,85636,71880,64606,,,,,,,,,,,,,,,,
GEORGIA,1993-94,19962,,,74172,107625,82822,71728,62704,,,,,,,,,,,,,,,,
GEORGIA,1992-93,20877,,,66942,102292,81135,68466,63646,,,,,,,,,,,,,,,,
GEORGIA,1991-92,20388,,,63816,100108,77648,68761,62922,,,,,,,,,,,,,,,,
GEORGIA,1990-91,20106,459603,,63058,94889,77292,68045,62379,,,,,,,,,,,,,,,,
GEORGIA,1989-90,20168,,,61487,93559,76412,68693,59445,,,,,,,,,,,,,,,,
GEORGIA,1988-89,23271,,,59916,90716,76139,67373,65902,,,,,,,,,,,,,,,,
GEORGIA,1987-88,21407,,,62280,93881,75196,73904,65703,,,,,,,,,,,,,,,,
GEORGIA,1986-87,19703,,,57881,90274,83611,72877,64282,,,,,,,,,,,,,,,,
HAWAII,2013-14,5239.7,,15.86,11780.65,14595,13132,12154,10925,562,816,726,632,2736,8211,484,105,504,111,472,105,30,128,140,162
HAWAII,2012-13,5149.09,,15.92,11608.2,14786,13307,12255,10721,561,748,645,644,2598,8590,481,104,504,112,468,104,31,135,150,158
HAWAII,2011-12,5112.64,,15.95,11458.37,14830,13443,12241,11084,593,847,764,718,2922,9046,478,103,500,111,467,105,38,138,131,149
HAWAII,2010-11,5127.31,,15.76,11395.95,15164,13466,12527,10818,625,835,751,727,2938,8731,479,105,500,112,469,104,31,130,141,153
HAWAII,2009-10,5174.95,300302,15.71,11471.65,15327,14223,12459,10621,470,688,731,719,2608,8068,483,105,505,112,470,106,34,120,142,135
HAWAII,2008-09,5194,,15.9,11295,16079,13889,12187,11326,478,648,694,727,2547,8313,479,107,502,116,469,104,42,125,138,129
HAWAII,2007-08,5280,274373,15.8,11397,16161,13613,13238,11234,465,706,686,718,2575,8195,481,108,502,116,470,105,38,116,145,132
HAWAII,2006-07,5289,257478,16,11271,16419,14240,13302,10675,431,639,686,740,2496,7982,484,109,506,114,473,103,44,125,127,130
HAWAII,2005-06,5321,240247,16.3,11226,17167,14278,12914,10899,450,726,725,808,2709,7821,482,108,509,117,472,104,47,117,132,150
HAWAII,2004-05,5291,241346,16.4,11146,16971,13682,12845,10794,616,761,778,813,2968,,,,,,,,53,113,130,131
HAWAII,2003-04,5281,184602,16.5,11129,16459,13529,12904,10627,,,,,,,,,,,,,47,121,132,118
HAWAII,2002-03,5099,172664,16.8,10973,16142,13695,12684,10401,,,,,,,,,,,,,49,114,134,122
HAWAII,2001-02,5000,156976,16.8,11007,16036,13521,12424,10632,,,,,,,,,,,,,,,,
HAWAII,2000-01,4896,161300,16.9,10927,15915,13148,12560,10408,,,,,,,,,,,,,,,,
HAWAII,1999-00,4858,156810,17.1,10866,15629,13526,12592,10818,,,,,,,,,,,,,,,,
HAWAII,1998-99,4762,148007,17.7,10639,16125,13981,12848,10384,,,,,,,,,,,,,,,,
HAWAII,1997-98,4463,120107,17.8,10653,16573,14074,12535,10266,,,,,,,,,,,,,,,,
HAWAII,1996-97,4513,111202,,10576,16265,13265,11431,10466,,,,,,,,,,,,,,,,
HAWAII,1995-96,4616,78429,,10500,16277,13274,11442,10478,,,,,,,,,,,,,,,,
HAWAII,1994-95,4425,,,10240,15597,11979,12034,10473,,,,,,,,,,,,,,,,
HAWAII,1993-94,4328,,,10111,14219,12351,11957,10201,,,,,,,,,,,,,,,,
HAWAII,1992-93,3752,,,10083,12553,11312,10966,9051,,,,,,,,,,,,,,,,
HAWAII,1991-92,3315,,,9451,12550,11260,10395,9290,,,,,,,,,,,,,,,,
HAWAII,1990-91,3228,76525,,9083,12319,10752,10543,9234,,,,,,,,,,,,,,,,
HAWAII,1989-90,3130,,,8866,11819,10808,10748,9453,,,,,,,,,,,,,,,,
HAWAII,1988-89,3272,,,8737,11727,11147,10945,10039,,,,,,,,,,,,,,,,
HAWAII,1987-88,3280,,,7684,11791,11454,11621,10476,,,,,,,,,,,,,,,,
HAWAII,1986-87,3130,,,7291,11896,12258,11858,10281,,,,,,,,,,,,,,,,
IDAHO,2013-14,7838.75,,19.76,15001.72,23011,22078,20991,21063,211,235,301,386,1133,18078,458,107,456,106,450,99,57,172,191,158
IDAHO,2012-13,7566.12,,19.56,14563.19,21987,20812,20702,19130,220,296,400,422,1338,17352,454,110,459,111,451,100,60,167,220,163
IDAHO,2011-12,8350.59,,17.5,15990.44,21479,20996,19911,19423,237,373,445,534,1589,3503,547,101,541,102,525,100,57,165,219,145
IDAHO,2010-11,8186.36,,17.6,15672.54,22062,20451,19840,19362,341,474,602,691,2108,3557,542,100,539,99,517,97,59,171,199,145
IDAHO,2009-10,7177.21,120721,18.18,15200.87,21763,20615,19943,19250,387,509,581,623,2100,3336,543,100,541,100,517,98,54,160,206,150
IDAHO,2008-09,7197,,18.2,15148,21686,20874,20111,18826,409,557,693,704,2363,3165,541,98,540,100,520,98,51,176,197,142
IDAHO,2007-08,7139,114224,18.1,15013,21800,21013,19537,18598,399,619,709,668,2395,3166,540,98,540,99,517,96,56,171,197,140
IDAHO,2006-07,7080,111465,18.1,14770,21843,20688,19522,18322,516,740,834,827,2917,3198,541,99,539,97,519,96,60,167,181,156
IDAHO,2005-06,7006,119871,18,14521,21564,20609,19104,17876,505,717,903,778,2903,3163,543,100,545,100,525,98,63,166,187,139
IDAHO,2004-05,6918,116757,17.9,14269,21344,20177,18836,17506,801,1099,1202,1041,4143,,,,,,,,56,150,178,133
IDAHO,2003-04,6777,105039,17.9,14049,20771,19963,18500,17462,,,,,,,,,,,,,62,158,163,130
IDAHO,2002-03,6767,93323,17.9,13896,20453,19406,18012,17484,,,,,,,,,,,,,59,150,162,118
IDAHO,2001-02,6777,82496,17.8,13854,19923,19074,18473,17628,,,,,,,,,,,,,,,,
IDAHO,2000-01,6733,73726,17.9,13714,19537,19358,18430,17371,,,,,,,,,,,,,,,,
IDAHO,1999-00,6681,71674,18,13641,20038,19791,18674,17811,,,,,,,,,,,,,,,,
IDAHO,1998-99,6499,72395,18.2,13426,20562,19680,18621,17255,,,,,,,,,,,,,,,,
IDAHO,1997-98,6300,66288,18.5,13207,20431,19957,18171,17020,,,,,,,,,,,,,,,,
IDAHO,1996-97,6274,68032,,13078,21023,19458,18277,17075,,,,,,,,,,,,,,,,
IDAHO,1995-96,6122,61906,,12784,20195,19349,17904,16093,,,,,,,,,,,,,,,,
IDAHO,1994-95,6018,,,12582,19777,19098,16906,15780,,,,,,,,,,,,,,,,
IDAHO,1993-94,5642,,,12007,19537,18139,16567,15044,,,,,,,,,,,,,,,,
IDAHO,1992-93,5493,,,11827,18426,17654,15868,14593,,,,,,,,,,,,,,,,
IDAHO,1991-92,5466,,,11626,17855,16617,15084,14097,,,,,,,,,,,,,,,,
IDAHO,1990-91,5092,36570,,11254,16670,15691,14622,13095,,,,,,,,,,,,,,,,
IDAHO,1989-90,4938,,,10715,15771,15142,13589,13149,,,,,,,,,,,,,,,,
IDAHO,1988-89,4828,,,10425,15710,14692,14014,13943,,,,,,,,,,,,,,,,
IDAHO,1987-88,4814,,,10258,15000,14772,14647,13886,,,,,,,,,,,,,,,,
IDAHO,1986-87,4532,,,10234,15080,15389,14496,13164,,,,,,,,,,,,,,,,
ILLINOIS,2013-14,43458.79,,15.16,136355.18,165333,159174,152458,144566,3482,5287,3970,5801,18540,6468,599,110,616,108,587,108,478,1297,1466,1772
ILLINOIS,2012-13,42044,,15.28,135700.7,165536,160924,151946,146273,20908,17454,14537,20581,73480,6893,600,108,617,108,590,105,441,1431,1448,1815
ILLINOIS,2011-12,41909.61,,15.81,131777.31,165849,163897,155148,145047,6427,7143,6255,8032,32638,7351,596,108,615,109,587,105,486,1521,1300,1708
ILLINOIS,2010-11,42372.53,,15.73,132982.73,169967,169365,150576,146953,6815,5916,6017,6752,25500,7819,599,104,617,107,591,101,534,1495,1374,1637
ILLINOIS,2009-10,45061.66,2113124,15.19,138482.93,176457,170612,146917,146476,6355,5905,5983,6585,24793,8508,585,118,600,122,577,114,496,1444,1336,1625
ILLINOIS,2008-09,42518,,15.6,135704,178106,168476,146134,147796,7708,6803,6399,6470,27380,8857,588,112,604,115,583,106,484,1407,1393,1549
ILLINOIS,2007-08,58489,1867003,15.5,136445,178385,167459,149710,144342,9060,8577,7798,7010,32445,10288,583,111,601,116,578,110,560,1351,1445,1549
ILLINOIS,2006-07,62187,1824223,15,140988,180641,166115,150475,143366,10006,8775,8303,7280,34364,11030,594,102,611,105,588,98,622,1401,1419,1521
ILLINOIS,2005-06,34923,1770938,15.8,133857,179703,165477,147500,138518,11749,9775,8511,6338,36373,12694,591,100,609,103,586,95,629,1376,1369,1526
ILLINOIS,2004-05,33889,1707597,16,131047,178240,159950,142828,132658,9909,8976,8220,6903,34008,,,,,,,,646,1425,1346,1438
ILLINOIS,2003-04,32641,1613691,16.5,127669,174343,155848,139504,136974,,,,,,,,,,,,,622,1546,1267,1362
ILLINOIS,2002-03,32473,1440538,15.9,131046,169118,151735,138559,135937,,,,,,,,,,,,,716,1530,1202,1421
ILLINOIS,2001-02,32161,1280807,16,129600,165529,150646,137810,131411,,,,,,,,,,,,,,,,
ILLINOIS,2000-01,31727,1170625,16.1,127620,165220,150473,132793,124760,,,,,,,,,,,,,,,,
ILLINOIS,1999-00,31030,1101365,16.2,124815,164554,145536,126866,126984,,,,,,,,,,,,,,,,
ILLINOIS,1998-99,30455,1030819,16.5,121758,161476,140486,129037,127506,,,,,,,,,,,,,,,,
ILLINOIS,1997-98,30164,945015,16.8,118734,156022,142442,130581,129084,,,,,,,,,,,,,,,,
ILLINOIS,1996-97,29826,879945,,116274,157259,145471,132762,123783,,,,,,,,,,,,,,,,
ILLINOIS,1995-96,29208,831644,,113538,149289,139115,122384,107244,,,,,,,,,,,,,,,,
ILLINOIS,1994-95,28619,,,110830,148944,135955,119266,109360,,,,,,,,,,,,,,,,
ILLINOIS,1993-94,28207,,,110874,143950,131770,120785,106519,,,,,,,,,,,,,,,,
ILLINOIS,1992-93,28952,,,111461,138154,133730,117203,106475,,,,,,,,,,,,,,,,
ILLINOIS,1991-92,28989,,,110153,139324,127636,115193,104837,,,,,,,,,,,,,,,,
ILLINOIS,1990-91,28934,656620,,108775,132303,127060,114080,105541,,,,,,,,,,,,,,,,
ILLINOIS,1989-90,28973,,,106183,132786,126084,114754,110514,,,,,,,,,,,,,,,,
ILLINOIS,1988-89,29500,,,105097,130730,128476,121207,120267,,,,,,,,,,,,,,,,
ILLINOIS,1987-88,30098,,,105217,133306,135447,131210,123049,,,,,,,,,,,,,,,,
ILLINOIS,1986-87,30254,,,104609,141211,144222,133117,119627,,,,,,,,,,,,,,,,
INDIANA,2013-14,28634.85,,17.51,59823.14,82622,80353,77504,75871,373,945,1349,2346,5013,47842,497,99,500,103,477,96,237,951,739,616
INDIANA,2012-13,28675.87,,17.4,59863.28,82545,80253,78645,74886,484,799,1494,2652,5429,48476,493,101,500,103,477,98,351,898,795,602
INDIANA,2011-12,19739.82,,16.7,62338.58,81801,82495,77793,74071,182,660,1458,3117,5417,48127,493,99,501,103,476,97,315,878,779,603
INDIANA,2010-11,25843,,18.02,58121,84139,81558,77285,74836,1144,1603,2319,3423,8489,48267,493,99,501,101,475,97,238,935,709,629
INDIANA,2009-10,28171,1005216,16.81,62258,84235,80905,77923,72999,1527,2006,2467,3076,9057,45594,494,99,505,100,477,96,250,1013,691,556
INDIANA,2008-09,28296,,16.7,62668,84538,81245,77354,72989,1150,1716,2273,2441,7580,44511,496,98,507,101,480,97,278,937,745,520
INDIANA,2007-08,28074,801930,16.8,62334,84936,81967,78556,71755,1195,1630,2096,2560,7481,44040,496,98,508,100,481,96,285,954,709,542
INDIANA,2006-07,27855,823286,17,61346,86804,82655,76719,69654,1251,1595,1764,1857,6467,42911,497,99,507,100,483,95,343,1007,673,546
INDIANA,2005-06,26413,759419,17.1,60592,88563,81090,73904,67050,1185,1612,1857,1766,6420,41568,498,98,509,101,486,95,335,973,651,506
INDIANA,2004-05,26352,840957,16.9,60563,87829,78361,71836,63316,_,_,_,_,Ê,,,,,,,,320,938,677,524
INDIANA,2003-04,25807,725752,16.9,59924,85025,76648,68227,63632,,,,,,,,,,,,,343,961,653,474
INDIANA,2002-03,25826,650718,16.7,59968,82602,73482,68367,64156,,,,,,,,,,,,,351,965,586,499
INDIANA,2001-02,25782,584418,16.7,59658,78945,73024,67649,62913,,,,,,,,,,,,,,,,
INDIANA,2000-01,25683,509141,16.7,59226,79931,73214,67183,63504,,,,,,,,,,,,,,,,
INDIANA,1999-00,25527,460418,16.8,58864,81049,73532,68054,64647,,,,,,,,,,,,,,,,
INDIANA,1998-99,25639,426328,17,58084,82657,73345,69191,64293,,,,,,,,,,,,,,,,
INDIANA,1997-98,25368,401629,17.2,57371,82753,75157,69115,64829,,,,,,,,,,,,,,,,
INDIANA,1996-97,25154,391259,,56708,83577,75442,69452,62923,,,,,,,,,,,,,,,,
INDIANA,1995-96,24881,377034,,55821,83436,76232,67902,62659,,,,,,,,,,,,,,,,
INDIANA,1994-95,25251,,,55496,83147,73567,67198,62727,,,,,,,,,,,,,,,,
INDIANA,1993-94,24948,,,55107,81632,72611,67005,60971,,,,,,,,,,,,,,,,
INDIANA,1992-93,23673,,,54552,80394,71706,63827,62234,,,,,,,,,,,,,,,,
INDIANA,1991-92,24618,,,54509,79913,69240,65013,60657,,,,,,,,,,,,,,,,
INDIANA,1990-91,23422,240988,,54806,76671,69676,63254,62740,,,,,,,,,,,,,,,,
INDIANA,1989-90,23353,,,54370,76603,67895,66353,65063,,,,,,,,,,,,,,,,
INDIANA,1988-89,23431,,,54029,74505,71412,69809,69641,,,,,,,,,,,,,,,,
INDIANA,1987-88,23699,,,53749,77716,75196,74403,69831,,,,,,,,,,,,,,,,
INDIANA,1986-87,23554,,,52896,79787,78522,73522,66764,,,,,,,,,,,,,,,,
IOWA,2013-14,10677.47,,14.21,35396.65,36944,36349,35460,36258,363,713,1276,2747,5099,1041,605,113,611,109,578,110,105,434,423,325
IOWA,2012-13,10637.48,,14.25,35080.24,36752,36240,35538,36254,301,667,1257,2557,4782,1054,592,119,601,115,570,116,118,404,381,345
IOWA,2011-12,10564.86,,14.31,34658.15,36726,36333,35590,37069,291,630,1212,2304,4437,1136,603,109,606,111,580,108,121,404,380,336
IOWA,2010-11,10603.53,,14.31,34642.08,36984,36540,36435,37704,276,558,1070,1703,3607,1254,596,113,606,109,575,112,119,410,396,304
IOWA,2009-10,16049.22,562569,13.72,35842.15,37359,37494,36971,38685,325,641,882,1518,3366,1099,603,113,613,108,582,108,116,390,403,309
IOWA,2008-09,16358,,13.6,35961,38048,38116,37779,38050,486,676,848,1292,3302,1105,610,107,615,103,588,101,110,426,375,317
IOWA,2007-08,16481,586786,13.4,36089,38992,39306,38199,39114,Ê,710,1012,1501,3223,1330,603,108,612,103,582,105,109,423,398,308
IOWA,2006-07,16525,572623,13.6,35653,40126,39556,38774,38448,366,651,1010,987,3014,1305,608,103,613,102,586,100,118,440,368,265
IOWA,2005-06,12215,548237,13.7,35181,41059,40151,38501,37611,502,782,1129,1288,3701,1477,602,105,613,101,591,96,119,445,371,285
IOWA,2004-05,12194,531770,13.8,34697,41196,39580,36940,36434,619,969,1222,1383,4193,,,,,,,,135,399,375,306
IOWA,2003-04,11353,498669,13.8,34791,40486,38451,36794,36834,,,,,,,,,,,,,133,296,393,295
IOWA,2002-03,11178,485756,13.9,34573,39434,37958,38027,36728,,,,,,,,,,,,,117,422,369,283
IOWA,2001-02,12479,439810,13.9,34906,39818,39126,38443,36469,,,,,,,,,,,,,,,,
IOWA,2000-01,12368,418263,14.3,34636,40660,39929,37592,36892,,,,,,,,,,,,,,,,
IOWA,1999-00,12073,375300,14.9,33480,41394,39159,37829,37124,,,,,,,,,,,,,,,,
IOWA,1998-99,11985,358613,15.2,32822,40741,39652,38275,37166,,,,,,,,,,,,,,,,
IOWA,1997-98,12003,342605,15.3,32700,40806,39679,38235,36808,,,,,,,,,,,,,,,,
IOWA,1996-97,11997,333202,,32593,40892,40277,38093,35650,,,,,,,,,,,,,,,,
